Time_sec,ECG_mV
16.605,0.12609
16.609,0.11699
16.613,0.10659
16.617,0.082925
16.621,0.071236
16.625,0.099072
16.629,0.098206
16.633,0.045416
16.637,0.020396
16.641,0.025381
16.645,0.030153
16.648,0.0035547
16.652,0.0076109
16.656,0.012608
16.66,0.011909
16.664,0.024989
16.668,0.018527
16.672,-0.01094
16.676,-0.0086699
16.68,0.0022571
16.684,0.00099816
16.688,0.0018334
16.691,-0.016153
16.695,-2.233e-05
16.699,-0.0071849
16.703,-0.0028775
16.707,-0.00080348
16.711,-0.0084633
16.715,-0.0071776
16.719,0.0034142
16.723,-0.012893
16.727,-0.05819
16.73,-0.028912
16.734,0.03982
16.738,0.19575
16.742,0.49405
16.746,0.89094
16.75,1.3799
16.754,1.5843
16.758,1.7881
16.762,1.736
16.766,1.179
16.77,0.47532
16.773,-0.026842
16.777,-0.32627
16.781,-0.41372
16.785,-0.41261
16.789,-0.36404
16.793,-0.25944
16.797,-0.087751
16.801,0.024435
16.805,0.099048
16.809,0.092743
16.813,0.11925
16.816,0.14505
16.82,0.14625
16.824,0.12192
16.828,0.086198
16.832,0.12823
16.836,0.14364
16.84,0.16223
16.844,0.16994
16.848,0.16185
16.852,0.19033
16.855,0.22248
16.859,0.22875
16.863,0.21165
16.867,0.24793
16.871,0.26531
16.875,0.28925
16.879,0.31457
16.883,0.29445
16.887,0.27029
16.891,0.26071
16.895,0.26656
16.898,0.27984
16.902,0.30935
16.906,0.31427
16.91,0.29913
16.914,0.29259
16.918,0.32304
16.922,0.32674
16.926,0.32423
16.93,0.3389
16.934,0.31086
16.938,0.34291
16.941,0.39263
16.945,0.41133
16.949,0.40228
16.953,0.4049
16.957,0.42441
16.961,0.46483
16.965,0.48967
16.969,0.48451
16.973,0.49674
16.977,0.53125
16.98,0.5905
16.984,0.60871
16.988,0.62008
16.992,0.63822
16.996,0.62413
17,0.65417
17.004,0.6884
17.008,0.67258
17.012,0.68092
17.016,0.67664
17.02,0.68592
17.023,0.65388
17.027,0.64376
17.031,0.61244
17.035,0.55508
17.039,0.51049
17.043,0.4905
17.047,0.44937
17.051,0.39519
17.055,0.32774
17.059,0.25142
17.063,0.22112
17.066,0.21923
17.07,0.1727
17.074,0.13994
17.078,0.10193
17.082,0.069893
17.086,0.055171
17.09,0.033958
17.094,0.039286
17.098,0.049808
17.102,0.041795
17.105,0.0073137
17.109,0.0086776
17.113,-0.0017138
17.117,-0.0038828
17.121,0.00058377
17.125,0.0036084
17.129,-0.0072139
17.133,0.012399
17.137,0.046726
17.141,0.021841
17.145,0.01542
17.148,0.018447
17.152,0.038927
17.156,0.036474
17.16,0.023923
17.164,0.022263
17.168,0.012814
17.172,0.011299
17.176,0.010938
17.18,0.004663
17.184,-0.0078863
17.188,-0.015387
17.191,-0.0070929
17.195,-0.00024117
17.199,0.017213
17.203,0.058683
17.207,0.060919
17.211,0.049091
17.215,0.022623
17.219,0.028177
17.223,0.04902
17.227,0.052266
17.23,0.055367
17.234,0.0069739
17.238,0.022119
17.242,0.040222
17.246,0.02724
17.25,0.026878
17.254,0.032648
17.258,0.022405
17.262,0.0175
17.266,0.022908
17.27,0.022185
17.273,0.018288
17.277,0.016844
17.281,0.02701
17.285,0.057082
17.289,0.051093
17.293,0.022745
17.297,0.016899
17.301,0.029155
17.305,0.022515
17.309,0.031092
17.313,0.016806
17.316,-0.015871
17.32,0.0040993
17.324,-0.0064379
17.328,0.0022086
17.332,3.6331e-05
17.336,-0.022547
17.34,-5.4871e-05
17.344,-0.032159
17.348,-0.01854
17.352,-0.00095379
17.355,-0.01366
17.359,-0.0090572
17.363,-0.014769
17.367,0.018609
17.371,0.030205
17.375,0.024924
17.379,0.033273
17.383,0.029865
17.387,0.028115
17.391,0.0093441
17.395,-0.017434
17.398,-0.02135
17.402,-0.0033416
17.406,-0.0019946
17.41,0.0054817
17.414,-0.00031331
17.418,-0.0076239
17.422,-0.041404
17.426,-0.049582
17.43,-0.011027
17.434,-0.009182
17.438,-0.0025784
17.441,-0.0071548
17.445,-0.01029
17.449,-0.0041946
17.453,-0.019521
17.457,-0.016962
17.461,-0.010654
17.465,-0.015526
17.469,-0.024077
17.473,-0.031981
17.477,-0.038227
17.48,-0.012164
17.484,-0.0079552
17.488,-0.008652
17.492,0.0060117
17.496,0.011875
17.5,0.01954
17.504,0.014583
17.508,0.0047194
17.512,-0.012646
17.516,-0.017031
17.52,-0.025529
17.523,-0.0040249
17.527,-0.0032218
17.531,-0.0081178
17.535,-0.010419
17.539,0.0019909
17.543,0.0079083
17.547,0.010939
17.551,0.0066119
17.555,-0.0021163
17.559,-0.014452
17.563,-0.0068125
17.566,0.00032077
17.57,-0.010362
17.574,-0.019315
17.578,-0.0035325
17.582,0.029125
17.586,0.020238
17.59,-0.003724
17.594,0.0078681
17.598,0.0090007
17.602,-0.0017687
17.605,0.026766
17.609,0.045851
17.613,0.078998
17.617,0.099305
17.621,0.10562
17.625,0.10219
17.629,0.11557
17.633,0.13443
17.637,0.1077
17.641,0.09244
17.645,0.14649
17.648,0.17125
17.652,0.17581
17.656,0.16833
17.66,0.15003
17.664,0.14723
17.668,0.12821
17.672,0.10478
17.676,0.095701
17.68,0.10032
17.684,0.091096
17.688,0.096291
17.691,0.10422
17.695,0.11432
17.699,0.1133
17.703,0.076873
17.707,0.050106
17.711,0.047641
17.715,0.019499
17.719,0.034627
17.723,0.011095
17.727,-0.010997
17.73,-0.020831
17.734,-0.015233
17.738,-0.0050222
17.742,0.014706
17.746,0.027869
17.75,0.021772
17.754,0.019063
17.758,0.01801
17.762,0.027123
17.766,-4.4077e-05
17.77,-0.025555
17.773,-0.00051093
17.777,0.013496
17.781,0.022667
17.785,-0.0019886
17.789,0.012154
17.793,-0.0011118
17.797,-0.026569
17.801,-0.0091165
17.805,0.022325
17.809,0.15625
17.813,0.4378
17.816,0.79544
17.82,1.2608
17.824,1.5559
17.828,1.6532
17.832,1.401
17.836,0.75179
17.84,0.47467
17.844,0.049557
17.848,-0.27452
17.852,-0.37018
17.855,-0.40729
17.859,-0.37999
17.863,-0.26839
17.867,-0.12008
17.871,-0.03228
17.875,0.04138
17.879,0.08482
17.883,0.12342
17.887,0.11522
17.891,0.11639
17.895,0.11792
17.898,0.14187
17.902,0.13979
17.906,0.15198
17.91,0.15393
17.914,0.15812
17.918,0.14398
17.922,0.15451
17.926,0.15487
17.93,0.14058
17.934,0.14504
17.938,0.15188
17.941,0.14588
17.945,0.14327
17.949,0.14318
17.953,0.14439
17.957,0.15201
17.961,0.16886
17.965,0.1485
17.969,0.14775
17.973,0.1677
17.977,0.19378
17.98,0.20406
17.984,0.21195
17.988,0.20817
17.992,0.18837
17.996,0.1845
18,0.1872
18.004,0.21348
18.008,0.2386
18.012,0.29099
18.016,0.30666
18.02,0.31894
18.023,0.34297
18.027,0.34047
18.031,0.34596
18.035,0.35694
18.039,0.38529
18.043,0.42872
18.047,0.49046
18.051,0.52393
18.055,0.50086
18.059,0.51132
18.063,0.53165
18.066,0.55791
18.07,0.5729
18.074,0.53136
18.078,0.55306
18.082,0.60765
18.086,0.59185
18.09,0.58671
18.094,0.59839
18.098,0.58582
18.102,0.53554
18.105,0.49492
18.109,0.44146
18.113,0.40783
18.117,0.38372
18.121,0.34172
18.125,0.25782
18.129,0.20789
18.133,0.19574
18.137,0.15309
18.141,0.11051
18.145,0.076291
18.148,0.047554
18.152,0.02783
18.156,0.010775
18.16,-0.018543
18.164,-0.014543
18.168,-0.020135
18.172,-0.020392
18.176,-0.024256
18.18,-0.024516
18.184,-0.025858
18.188,-0.02612
18.191,-0.03684
18.195,-0.012728
18.199,-0.025398
18.203,-0.074274
18.207,-0.078148
18.211,-0.040409
18.215,-0.024524
18.219,-0.037344
18.223,-0.027014
18.227,-0.037168
18.23,-0.042203
18.234,-0.034473
18.238,-0.023498
18.242,-0.020963
18.246,-0.011
18.25,-0.040345
18.254,-0.040914
18.258,-0.019486
18.262,-0.00087302
18.266,0.0093013
18.27,0.0069976
18.273,-0.0028798
18.277,-0.0048969
18.281,0.0077259
18.285,0.011116
18.289,0.0025335
18.293,0.01299
18.297,-0.010307
18.301,-0.01132
18.305,0.0051206
18.309,-0.006856
18.313,-0.016237
18.316,-0.0081652
18.32,-0.023606
18.324,-0.016689
18.328,-0.058023
18.332,-0.010865
18.336,0.014873
18.34,0.01068
18.344,0.025022
18.348,0.031429
18.352,0.021536
18.355,0.02073
18.359,0.015163
18.363,0.011904
18.367,-0.0056362
18.371,-0.022888
18.375,-0.016485
18.379,-0.033955
18.383,-0.080057
18.387,-0.065145
18.391,-0.039271
18.395,-0.043545
18.398,-0.031663
18.402,-0.028076
18.406,-0.037039
18.41,-0.038934
18.414,-0.056913
18.418,-0.064362
18.422,-0.052916
18.426,-0.037071
18.43,-0.045675
18.434,-0.071301
18.438,-0.085603
18.441,-0.089737
18.445,-0.087381
18.449,-0.056752
18.453,-0.057137
18.457,-0.054132
18.461,-0.044131
18.465,-0.046536
18.469,-0.054854
18.473,-0.073126
18.477,-0.083897
18.48,-0.078153
18.484,-0.064115
18.488,-0.10763
18.492,-0.11068
18.496,-0.092536
18.5,-0.053472
18.504,-0.058691
18.508,-0.07819
18.512,-0.068912
18.516,-0.073843
18.52,-0.07221
18.523,-0.079593
18.527,-0.065411
18.531,-0.062553
18.535,-0.065825
18.539,-0.077751
18.543,-0.079292
18.547,-0.099224
18.551,-0.078984
18.555,-0.063792
18.559,-0.074203
18.563,-0.06543
18.566,-0.068413
18.57,-0.053221
18.574,-0.060819
18.578,-0.044256
18.582,-0.051061
18.586,-0.10042
18.59,-0.11624
18.594,-0.08258
18.598,-0.065511
18.602,-0.045629
18.605,-0.049619
18.609,-0.052744
18.613,-0.050748
18.617,-0.050698
18.621,-0.06702
18.625,-0.068773
18.629,-0.046149
18.633,-0.041193
18.637,-0.043162
18.641,-0.08083
18.645,-0.017671
18.648,0.0602
18.652,0.076841
18.656,0.070476
18.66,0.066923
18.664,0.054933
18.668,0.074244
18.672,0.081872
18.676,0.09354
18.68,0.11155
18.684,0.14522
18.688,0.15011
18.691,0.12024
18.695,0.086038
18.699,0.065759
18.703,0.071588
18.707,0.069773
18.711,0.056781
18.715,0.045519
18.719,0.023801
18.723,0.041966
18.727,0.050324
18.73,0.017934
18.734,-0.0069547
18.738,-0.024847
18.742,-0.02204
18.746,-0.0094951
18.75,-0.02414
18.754,-0.032364
18.758,-0.027102
18.762,-0.029483
18.766,-0.034676
18.77,-0.047442
18.773,-0.065399
18.777,-0.030706
18.781,-0.0035854
18.785,-0.0024996
18.789,-0.022833
18.793,-0.00025328
18.797,-0.012291
18.801,-0.0071626
18.805,-0.018693
18.809,-0.027843
18.813,-0.035189
18.816,-0.026956
18.82,-0.060408
18.824,-0.082464
18.828,-0.007299
18.832,0.080056
18.836,0.22345
18.84,0.47301
18.844,0.8808
18.848,1.3559
18.852,1.5737
18.855,1.5969
18.859,1.4042
18.863,0.90535
18.867,0.37312
18.871,-0.058358
18.875,-0.34148
18.879,-0.42382
18.883,-0.44665
18.887,-0.4022
18.891,-0.29081
18.895,-0.16875
18.898,-0.043229
18.902,0.018684
18.906,0.045763
18.91,0.050196
18.914,0.069127
18.918,0.093973
18.922,0.1199
18.926,0.1361
18.93,0.14097
18.934,0.12853
18.938,0.11379
18.941,0.12227
18.945,0.12101
18.949,0.11738
18.953,0.10639
18.957,0.1117
18.961,0.12307
18.965,0.14908
18.969,0.15324
18.973,0.16122
18.977,0.15904
18.98,0.15166
18.984,0.17515
18.988,0.18126
18.992,0.19993
18.996,0.19948
19,0.20119
19.004,0.18437
19.008,0.18248
19.012,0.22437
19.016,0.24722
19.02,0.24988
19.023,0.25615
19.027,0.26696
19.031,0.26507
19.035,0.28014
19.039,0.28727
19.043,0.28612
19.047,0.30883
19.051,0.34453
19.055,0.34359
19.059,0.35397
19.063,0.3834
19.066,0.41326
19.07,0.42285
19.074,0.43165
19.078,0.44724
19.082,0.48027
19.086,0.51259
19.09,0.52976
19.094,0.5416
19.098,0.58264
19.102,0.59095
19.105,0.56175
19.109,0.57265
19.113,0.5216
19.117,0.49673
19.121,0.50807
19.125,0.56903
19.129,0.59883
19.133,0.56791
19.137,0.50287
19.141,0.43604
19.145,0.4132
19.148,0.37593
19.152,0.30124
19.156,0.25539
19.16,0.20745
19.164,0.17596
19.168,0.12998
19.172,0.099641
19.176,0.061229
19.18,0.035006
19.184,0.041095
19.188,0.027063
19.191,0.0026466
19.195,-0.026817
19.199,-0.028658
19.203,-0.069443
19.207,-0.11924
19.211,-0.063526
19.215,-0.039904
19.219,-0.031931
19.223,-0.020062
19.227,0.0080352
19.23,0.012405
19.234,-0.033132
19.238,-0.023927
19.242,-0.031959
19.246,-0.035518
19.25,-0.054655
19.254,-0.045086
19.258,-0.04994
19.262,-0.024647
19.266,-0.0037518
19.27,-0.025263
19.273,-0.022036
19.277,-0.013615
19.281,-0.011828
19.285,-0.030306
19.289,-0.044456
19.293,-0.042811
19.297,-0.023422
19.301,-0.036343
19.305,-0.050777
19.309,-0.041915
19.313,-0.050289
19.316,-0.041714
19.32,-0.062923
19.324,-0.072016
19.328,-0.055071
19.332,-0.025432
19.336,-0.020818
19.34,-0.057889
19.344,-0.066616
19.348,-0.053056
19.352,-0.057886
19.355,-0.064518
19.359,-0.050378
19.363,-0.046406
19.367,-0.048996
19.371,-0.05721
19.375,-0.062106
19.379,-0.076016
19.383,-0.06699
19.387,-0.072316
19.391,-0.083626
19.395,-0.087868
19.398,-0.092758
19.402,-0.10262
19.406,-0.10765
19.41,-0.10699
19.414,-0.12536
19.418,-0.11683
19.422,-0.098634
19.426,-0.10878
19.43,-0.1146
19.434,-0.092003
19.438,-0.079789
19.441,-0.074787
19.445,-0.062788
19.449,-0.07163
19.453,-0.10687
19.457,-0.14369
19.461,-0.11755
19.465,-0.09639
19.469,-0.096573
19.473,-0.098414
19.477,-0.097296
19.48,-0.15135
19.484,-0.13494
19.488,-0.10685
19.492,-0.093538
19.496,-0.10215
19.5,-0.12353
19.504,-0.13409
19.508,-0.13058
19.512,-0.12203
19.516,-0.11095
19.52,-0.11343
19.523,-0.12297
19.527,-0.12386
19.531,-0.14667
19.535,-0.13378
19.539,-0.12594
19.543,-0.11832
19.547,-0.11819
19.551,-0.11611
19.555,-0.13885
19.559,-0.13785
19.563,-0.11241
19.566,-0.099655
19.57,-0.12087
19.574,-0.1136
19.578,-0.10459
19.582,-0.11426
19.586,-0.11398
19.59,-0.12596
19.594,-0.12849
19.598,-0.12806
19.602,-0.11833
19.605,-0.10311
19.609,-0.057964
19.613,-0.058973
19.617,-0.054717
19.621,-0.015336
19.625,-0.0032884
19.629,0.028233
19.633,0.058025
19.637,0.075413
19.641,0.06929
19.645,0.062087
19.648,0.086546
19.652,0.095284
19.656,0.13698
19.66,0.15993
19.664,0.15749
19.668,0.12368
19.672,0.13199
19.676,0.13287
19.68,0.13549
19.684,0.14438
19.688,0.10719
19.691,0.097471
19.695,0.074054
19.699,0.09896
19.703,0.12091
19.707,0.084226
19.711,0.079133
19.715,0.067621
19.719,0.02445
19.723,0.046766
19.727,0.06151
19.73,0.072577
19.734,0.066985
19.738,0.040046
19.742,0.036692
19.746,0.042571
19.75,0.038137
19.754,-0.0025005
19.758,0.026028
19.762,0.042657
19.766,0.020197
19.77,-2.5734e-05
19.773,-0.0024335
19.777,0.027038
19.781,0.034152
19.785,0.044008
19.789,0.039946
19.793,0.048866
19.797,0.050936
19.801,0.0041082
19.805,-0.0058645
19.809,0.029745
19.813,0.19049
19.816,0.42991
19.82,0.78062
19.824,1.2254
19.828,1.3998
19.832,1.4984
19.836,1.4013
19.84,0.72105
19.844,0.48859
19.848,-0.073246
19.852,-0.18555
19.855,-0.32418
19.859,-0.3909
19.863,-0.34302
19.867,-0.22612
19.871,-0.16526
19.875,-0.057513
19.879,0.021021
19.883,0.069265
19.887,0.095439
19.891,0.10409
19.895,0.093915
19.898,0.098382
19.902,0.12074
19.906,0.14446
19.91,0.15383
19.914,0.19177
19.918,0.21138
19.922,0.20655
19.926,0.19941
19.93,0.20214
19.934,0.23287
19.938,0.2382
19.941,0.23517
19.945,0.22032
19.949,0.22558
19.953,0.21844
19.957,0.22003
19.961,0.22183
19.965,0.24858
19.969,0.28183
19.973,0.30448
19.977,0.30369
19.98,0.31046
19.984,0.31869
19.988,0.32799
19.992,0.34104
19.996,0.36859
20,0.38691
20.004,0.36268
20.008,0.36989
20.012,0.37443
20.016,0.39275
20.02,0.41778
20.023,0.41525
20.027,0.45528
20.031,0.44186
20.035,0.45311
20.039,0.45455
20.043,0.46724
20.047,0.52421
20.051,0.51873
20.055,0.51814
20.059,0.60021
20.063,0.65733
20.066,0.66995
20.07,0.6879
20.074,0.70809
20.078,0.72099
20.082,0.72552
20.086,0.71203
20.09,0.7188
20.094,0.73033
20.098,0.70638
20.102,0.69721
20.105,0.68616
20.109,0.64179
20.113,0.60031
20.117,0.54296
20.121,0.48756
20.125,0.44434
20.129,0.41454
20.133,0.37825
20.137,0.3532
20.141,0.30494
20.145,0.26013
20.148,0.23775
20.152,0.21328
20.156,0.20814
20.16,0.19982
20.164,0.18523
20.168,0.19069
20.172,0.17847
20.176,0.17044
20.18,0.1482
20.184,0.1432
20.188,0.14504
20.191,0.13874
20.195,0.14678
20.199,0.15209
20.203,0.12839
20.207,0.12865
20.211,0.14217
20.215,0.14877
20.219,0.16063
20.223,0.15395
20.227,0.13105
20.23,0.13937
20.234,0.14019
20.238,0.14274
20.242,0.12979
20.246,0.12411
20.25,0.13423
20.254,0.13858
20.258,0.10557
20.262,0.11828
20.266,0.14188
20.27,0.14644
20.273,0.15806
20.277,0.13752
20.281,0.12065
20.285,0.085032
20.289,0.074292
20.293,0.1232
20.297,0.14657
20.301,0.14823
20.305,0.13467
20.309,0.1113
20.313,0.11699
20.316,0.10451
20.32,0.085609
20.324,0.094616
20.328,0.12244
20.332,0.12676
20.336,0.12754
20.34,0.11995
20.344,0.12758
20.348,0.10801
20.352,0.097532
20.355,0.076737
20.359,0.078298
20.363,0.08267
20.367,0.085308
20.371,0.065155
20.375,0.062236
20.379,0.074893
20.383,0.078605
20.387,0.061688
20.391,0.058689
20.395,0.068092
20.398,0.070498
20.402,0.082204
20.406,0.06131
20.41,0.036663
20.414,0.017495
20.418,0.04405
20.422,0.070458
20.426,0.066573
20.43,0.071196
20.434,0.056415
20.438,0.048629
20.441,0.058437
20.445,0.06067
20.449,0.064848
20.453,0.063975
20.457,0.058917
20.461,0.058616
20.465,0.058745
20.469,0.047548
20.473,0.046014
20.477,0.042457
20.48,0.057433
20.484,0.062165
20.488,0.046772
20.492,0.037002
20.496,0.028239
20.5,0.039668
20.504,0.065734
20.508,0.040736
20.512,0.048767
20.516,0.052539
20.52,0.056237
20.523,0.041901
20.527,0.047107
20.531,0.042935
20.535,0.017268
20.539,-0.011576
20.543,0.016626
20.547,0.061412
20.551,0.071577
20.555,0.060752
20.559,0.033697
20.563,0.035919
20.566,0.057972
20.57,0.083556
20.574,0.099906
20.578,0.085456
20.582,0.092495
20.586,0.10141
20.59,0.12676
20.594,0.13783
20.598,0.15012
20.602,0.14315
20.605,0.13589
20.609,0.10822
20.613,0.12533
20.617,0.15354
20.621,0.18269
20.625,0.23304
20.629,0.2091
20.633,0.17275
20.637,0.15854
20.641,0.14007
20.645,0.14554
20.648,0.14048
20.652,0.094232
20.656,0.078057
20.66,0.072624
20.664,0.097478
20.668,0.090307
20.672,0.056592
20.676,0.02958
20.68,0.021389
20.684,0.021704
20.688,0.0036243
20.691,-0.00039534
20.695,0.0038753
20.699,-0.030443
20.703,-0.05712
20.707,-0.03245
20.711,-0.012256
20.715,0.0069969
20.719,0.01586
20.723,-0.012134
20.727,-0.015106
20.73,-0.00034043
20.734,-0.0041138
20.738,-0.036307
20.742,-0.057325
20.746,-0.042863
20.75,-0.035689
20.754,0.01598
20.758,0.023579
20.762,0.045959
20.766,0.033285
20.77,0.061356
20.773,0.10579
20.777,0.22156
20.781,0.47471
20.785,0.8858
20.789,1.279
20.793,1.4258
20.797,1.3874
20.801,1.0013
20.805,0.49977
20.809,0.091466
20.813,-0.08951
20.816,-0.30273
20.82,-0.36413
20.824,-0.43275
20.828,-0.37466
20.832,-0.26226
20.836,-0.13284
20.84,-0.020228
20.844,0.051414
20.848,0.066581
20.852,0.07951
20.855,0.12864
20.859,0.16104
20.863,0.14504
20.867,0.16106
20.871,0.14584
20.875,0.1594
20.879,0.20462
20.883,0.23217
20.887,0.22546
20.891,0.2028
20.895,0.1707
20.898,0.19153
20.902,0.23298
20.906,0.2463
20.91,0.22811
20.914,0.20169
20.918,0.21782
20.922,0.23308
20.926,0.26284
20.93,0.28516
20.934,0.28707
20.938,0.29093
20.941,0.27834
20.945,0.27974
20.949,0.30458
20.953,0.31427
20.957,0.31559
20.961,0.31287
20.965,0.33907
20.969,0.3471
20.973,0.35216
20.977,0.35672
20.98,0.39791
20.984,0.40391
20.988,0.42534
20.992,0.43313
20.996,0.4648
21,0.48781
21.004,0.50808
21.008,0.50995
21.012,0.53649
21.016,0.54709
21.02,0.59332
21.023,0.61242
21.027,0.64112
21.031,0.64969
21.035,0.66115
21.039,0.64772
21.043,0.64288
21.047,0.65238
21.051,0.67696
21.055,0.65718
21.059,0.65918
21.063,0.6601
21.066,0.63159
21.07,0.6025
21.074,0.56699
21.078,0.53812
21.082,0.51127
21.086,0.46227
21.09,0.39979
21.094,0.34177
21.098,0.28628
21.102,0.2755
21.105,0.27554
21.109,0.25027
21.113,0.23055
21.117,0.19561
21.121,0.15735
21.125,0.13597
21.129,0.11942
21.133,0.10409
21.137,0.10477
21.141,0.093341
21.145,0.10167
21.148,0.072638
21.152,0.057958
21.156,0.051284
21.16,0.053335
21.164,0.059209
21.168,0.06804
21.172,0.067061
21.176,0.06226
21.18,0.06871
21.184,0.059869
21.188,0.050452
21.191,0.052429
21.195,0.066235
21.199,0.077227
21.203,0.061967
21.207,0.075989
21.211,0.084024
21.215,0.071866
21.219,0.073338
21.223,0.067022
21.227,0.077365
21.23,0.087781
21.234,0.075624
21.238,0.081785
21.242,0.081888
21.246,0.068072
21.25,0.054401
21.254,0.04448
21.258,0.041844
21.262,0.057888
21.266,0.045516
21.27,0.039492
21.273,0.042051
21.277,0.072305
21.281,0.027553
21.285,0.0095583
21.289,0.033323
21.293,0.050525
21.297,0.056694
21.301,0.072023
21.305,0.070115
21.309,0.049457
21.313,0.030602
21.316,0.045573
21.32,0.040352
21.324,0.016884
21.328,0.015631
21.332,0.006301
21.336,0.004545
21.34,-0.0054318
21.344,-0.0097821
21.348,-0.0038899
21.352,0.0057537
21.355,-0.008618
21.359,0.00037894
21.363,-0.027405
21.367,-0.024031
21.371,-0.012145
21.375,-0.013529
21.379,0.0062932
21.383,0.0041914
21.387,0.0090147
21.391,-0.0017387
21.395,-0.022732
21.398,-0.021582
21.402,-0.012209
21.406,-0.021514
21.41,-0.013869
21.414,-0.0044184
21.418,-0.010256
21.422,-0.02756
21.426,-0.0054833
21.43,0.011402
21.434,-0.0016406
21.438,0.0066663
21.441,-0.033707
21.445,-0.022584
21.449,-0.024945
21.453,-0.020092
21.457,-0.039037
21.461,-0.059063
21.465,-0.04865
21.469,-0.024461
21.473,-0.0077693
21.477,-0.012208
21.48,-0.015273
21.484,-0.018337
21.488,-0.018874
21.492,-0.022726
21.496,-0.023258
21.5,-0.0473
21.504,-0.044943
21.508,-0.040708
21.512,-0.04426
21.516,-0.03663
21.52,-0.052942
21.523,-0.059804
21.527,-0.020866
21.531,-0.0016142
21.535,-0.02758
21.539,-0.021089
21.543,-0.021807
21.547,0.0030087
21.551,0.018091
21.555,0.02618
21.559,0.049057
21.563,0.078283
21.566,0.067052
21.57,0.068518
21.574,0.06941
21.578,0.054005
21.582,0.077116
21.586,0.098427
21.59,0.1509
21.594,0.16911
21.598,0.16519
21.602,0.13401
21.605,0.11156
21.609,0.10887
21.613,0.11737
21.617,0.089592
21.621,0.062033
21.625,0.036065
21.629,0.023948
21.633,0.017892
21.637,-0.034246
21.641,-0.046425
21.645,-0.039055
21.648,-0.073657
21.652,-0.074574
21.656,-0.062506
21.66,-0.057358
21.664,-0.040955
21.668,-0.029597
21.672,-0.01809
21.676,-0.03377
21.68,0.010343
21.684,0.0031089
21.688,-0.0073665
21.691,0.010434
21.695,0.012804
21.699,-0.00032817
21.703,-0.009778
21.707,-0.06531
21.711,-0.047129
21.715,-0.022309
21.719,-0.04321
21.723,-0.032663
21.727,-0.043387
21.73,-0.062691
21.734,-0.0053246
21.738,0.034159
21.742,0.13791
21.746,0.35547
21.75,0.66902
21.754,0.86654
21.758,1.209
21.762,1.2914
21.766,1.2054
21.77,0.7901
21.773,0.35679
21.777,-0.0098054
21.781,-0.2768
21.785,-0.36283
21.789,-0.45788
21.793,-0.43003
21.797,-0.32299
21.801,-0.23556
21.805,-0.09086
21.809,0.036316
21.813,0.04024
21.816,0.077848
21.82,0.078532
21.824,0.06559
21.828,0.080777
21.832,0.095319
21.836,0.11758
21.84,0.11807
21.844,0.10918
21.848,0.13152
21.852,0.12423
21.855,0.11982
21.859,0.11852
21.863,0.1253
21.867,0.14347
21.871,0.17269
21.875,0.19116
21.879,0.19781
21.883,0.18073
21.887,0.16877
21.891,0.18632
21.895,0.22536
21.898,0.22329
21.902,0.2133
21.906,0.16602
21.91,0.19101
21.914,0.23836
21.918,0.24618
21.922,0.25337
21.926,0.24519
21.93,0.26089
21.934,0.28171
21.938,0.2848
21.941,0.29408
21.945,0.32588
21.949,0.33611
21.953,0.348
21.957,0.35968
21.961,0.37994
21.965,0.39076
21.969,0.4049
21.973,0.42027
21.977,0.45165
21.98,0.49262
21.984,0.50554
21.988,0.4995
21.992,0.50882
21.996,0.52889
22,0.54709
22.004,0.54041
22.008,0.55976
22.012,0.56087
22.016,0.59574
22.02,0.58329
22.023,0.58513
22.027,0.58582
22.031,0.57894
22.035,0.54732
22.039,0.48649
22.043,0.46584
22.047,0.44331
22.051,0.41077
22.055,0.36062
22.059,0.31178
22.063,0.26265
22.066,0.21136
22.07,0.18913
22.074,0.1535
22.078,0.13236
22.082,0.13105
22.086,0.11453
22.09,0.093327
22.094,0.081139
22.098,0.055105
22.102,0.025178
22.105,0.026121
22.109,0.038822
22.113,0.051741
22.117,0.044828
22.121,0.053351
22.125,0.020333
22.129,0.020493
22.133,0.039622
22.137,0.047503
22.141,0.022208
22.145,0.0096814
22.148,0.019946
22.152,0.057403
22.156,0.032691
22.16,0.025796
22.164,0.043063
22.168,0.037901
22.172,0.015936
22.176,0.017917
22.18,0.018385
22.184,0.010705
22.188,0.01983
22.191,0.029822
22.195,0.030151
22.199,0.035602
22.203,0.044155
22.207,0.021481
22.211,0.033282
22.215,0.052369
22.219,0.040372
22.223,0.035372
22.227,0.025902
22.23,0.02754
22.234,0.053556
22.238,0.059234
22.242,0.049768
22.246,0.049391
22.25,0.068415
22.254,0.029959
22.258,0.041196
22.262,0.043996
22.266,0.010519
22.27,0.036183
22.273,0.015473
22.277,0.0027703
22.281,0.037308
22.285,0.053455
22.289,0.062679
22.293,0.071327
22.297,0.06483
22.301,0.040809
22.305,0.066263
22.309,0.065105
22.313,0.059188
22.316,0.050242
22.32,0.036249
22.324,0.021102
22.328,0.0043688
22.332,0.012302
22.336,-0.00096829
22.34,0.013817
22.344,0.032209
22.348,0.024278
22.352,0.030266
22.355,0.021758
22.359,0.038349
22.363,0.048665
22.367,0.020253
22.371,-0.0037599
22.375,0.010957
22.379,0.032958
22.383,0.031449
22.387,0.027919
22.391,0.025617
22.395,0.012352
22.398,0.021156
22.402,0.00096731
22.406,0.017994
22.41,0.029178
22.414,0.025506
22.418,0.0052458
22.422,-0.0031865
